Suburb,Rooms,Type,SellerG,Bedrooms,Bathroom,Garage,Landsize,YearBuilt,CouncilArea,Regionname,Price
Fitzroy North,3,h,Nelson,2,1,1,197,1900,Yarra,Northern Metropolitan,1371000
Fitzroy North,2,u,Woodards,2,2,1,4296,2011,Yarra,Northern Metropolitan,720000
Fitzroy North,3,h,Holland,3,1,0,275,1915,Yarra,Northern Metropolitan,1286000
Fitzroy North,3,h,Nelson,3,1,0,176,1900,Yarra,Northern Metropolitan,1655000
Fitzroy North,3,t,Jellis,3,3,1,188,2000,Yarra,Northern Metropolitan,1600000
Fitzroy North,4,h,Nelson,4,2,2,233,1890,Yarra,Northern Metropolitan,1950000
Fitzroy North,4,h,Nelson,3,2,1,445,1890,Yarra,Northern Metropolitan,3400000
Fitzroy North,4,h,Nelson,4,2,1,188,1900,Yarra,Northern Metropolitan,1785000
Fitzroy North,2,h,Nelson,2,1,1,223,1885,Yarra,Northern Metropolitan,1210000
Fitzroy North,3,h,Nelson,3,2,1,104,1890,Yarra,Northern Metropolitan,1275000
Fitzroy North,2,h,Chambers,2,1,0,136,1890,Yarra,Northern Metropolitan,1290000
Fitzroy North,4,t,Jellis,4,3,2,127,2008,Yarra,Northern Metropolitan,1700000
Fitzroy North,3,t,Jellis,3,2,1,77,2016,Yarra,Northern Metropolitan,1080000
Fitzroy North,2,h,Chambers,2,1,2,487,1940,Moreland,Northern Metropolitan,1222500
Fitzroy North,2,h,Jellis,2,1,0,100,1890,Yarra,Northern Metropolitan,937500
Fitzroy North,3,h,Collins,3,2,0,357,1880,Yarra,Northern Metropolitan,1710000
Fitzroy North,3,h,Nelson,3,1,1,203,1890,Yarra,Northern Metropolitan,1300000
Fitzroy North,2,u,Nelson,2,1,1,4296,2012,Yarra,Northern Metropolitan,490000
Fitzroy North,3,h,Collins,3,2,0,127,1890,Yarra,Northern Metropolitan,1300000
Fitzroy North,3,h,Nelson,3,2,0,202,1898,Yarra,Northern Metropolitan,2150000
Fitzroy North,3,h,Jellis,3,1,0,193,1910,Yarra,Northern Metropolitan,1581000
Fitzroy North,3,h,Nelson,3,2,1,118,1905,Yarra,Northern Metropolitan,1450000
Flemington,3,h,Nelson,3,1,0,294,1900,Moonee Valley,Northern Metropolitan,1130000
Flemington,3,h,Nelson,3,1,1,272,1885,Moonee Valley,Northern Metropolitan,1110000
Flemington,2,h,Nelson,2,1,0,136,1900,Moonee Valley,Northern Metropolitan,918000
Flemington,2,h,Nelson,2,1,1,140,1890,Moonee Valley,Northern Metropolitan,730000
Flemington,2,h,Nelson,2,1,0,225,1930,Moonee Valley,Northern Metropolitan,855000
Flemington,3,h,Australian,3,1,1,212,1930,Moonee Valley,Northern Metropolitan,1012000
Flemington,3,h,Nelson,3,2,0,179,1900,Moonee Valley,Northern Metropolitan,1100000
Flemington,3,h,Rendina,3,1,4,402,1915,Moonee Valley,Northern Metropolitan,991000
Flemington,3,h,Jellis,4,2,0,162,1905,Moonee Valley,Northern Metropolitan,850000
Flemington,1,u,Nelson,1,1,1,818,1880,Moonee Valley,Northern Metropolitan,395000
Flemington,3,h,Nelson,3,1,1,244,1940,Moonee Valley,Northern Metropolitan,1115000
Footscray,4,h,Nelson,4,2,1,319,1915,Maribyrnong,Western Metropolitan,1225000
Footscray,3,h,Naison,3,1,1,292,1900,Maribyrnong,Western Metropolitan,1003000
Footscray,3,h,Sweeney,3,1,0,164,1900,Maribyrnong,Western Metropolitan,840000
Footscray,3,h,Village,3,2,0,497,1890,Maribyrnong,Western Metropolitan,1362000
Footscray,4,h,Village,4,2,1,154,2007,Maribyrnong,Western Metropolitan,977000
Footscray,3,h,Jas,3,2,2,204,1990,Maribyrnong,Western Metropolitan,876000
Footscray,4,t,Jellis,4,2,2,250,2000,Maribyrnong,Western Metropolitan,841000
Footscray,2,u,Jas,2,1,3,2794,2000,Maribyrnong,Western Metropolitan,605000
Footscray,2,u,Burnham,2,1,1,47,2013,Maribyrnong,Western Metropolitan,305000
Footscray,2,t,Jas,2,1,1,556,2010,Maribyrnong,Western Metropolitan,480000
Footscray,3,h,Village,3,1,1,361,1940,Maribyrnong,Western Metropolitan,910000
Footscray,1,u,Sweeney,1,1,1,665,1970,Maribyrnong,Western Metropolitan,291000
Footscray,2,h,Jas,2,1,0,215,1910,Maribyrnong,Western Metropolitan,752000
Footscray,3,h,Burnham,3,1,3,585,1950,Maribyrnong,Western Metropolitan,1155000
Footscray,4,h,Sweeney,2,1,2,277,1890,Maribyrnong,Western Metropolitan,775000
Footscray,2,h,Village,2,1,0,210,1900,Maribyrnong,Western Metropolitan,900000
Footscray,3,t,Jas,3,2,2,164,2008,Maribyrnong,Western Metropolitan,714000
Footscray,2,h,Burnham,2,1,2,657,1940,Maribyrnong,Western Metropolitan,950000
Footscray,3,h,Biggin,3,1,1,265,1910,Maribyrnong,Western Metropolitan,760000
Footscray,2,h,Burnham,2,1,1,162,2000,Maribyrnong,Western Metropolitan,575000
Footscray,3,h,Jas,2,1,1,451,1910,Maribyrnong,Western Metropolitan,932000
Footscray,3,h,Jas,3,1,2,323,1900,Maribyrnong,Western Metropolitan,780000
Footscray,2,t,Rendina,2,2,1,65,2014,Maribyrnong,Western Metropolitan,410000
Footscray,2,h,Sweeney,2,1,1,184,1900,Maribyrnong,Western Metropolitan,1170000
Footscray,2,u,Sweeney,2,1,3,207,1960,Maribyrnong,Western Metropolitan,615000
Footscray,3,h,Jas,3,1,1,246,1940,Maribyrnong,Western Metropolitan,747000
Footscray,3,h,Sweeney,3,1,1,242,1920,Maribyrnong,Western Metropolitan,775000
Footscray,1,u,Burnham,1,1,1,59,1965,Maribyrnong,Western Metropolitan,305000
Footscray,3,h,Burnham,3,2,2,322,1980,Maribyrnong,Western Metropolitan,860500
Footscray,2,h,Jas,2,1,2,253,1910,Maribyrnong,Western Metropolitan,711000
Footscray,2,h,Rendina,2,1,1,212,1900,Maribyrnong,Western Metropolitan,690500
Footscray,2,h,Sweeney,2,1,1,320,1900,Maribyrnong,Western Metropolitan,747000
Footscray,2,h,Jas,2,1,1,313,1915,Maribyrnong,Western Metropolitan,858000
Footscray,2,h,Jas,2,1,1,222,1920,Maribyrnong,Western Metropolitan,835000
Footscray,2,h,Sweeney,2,1,1,132,1970,Maribyrnong,Western Metropolitan,661000
Footscray,2,h,Sweeney,2,1,0,258,1900,Maribyrnong,Western Metropolitan,757500
Footscray,1,u,Sweeney,1,1,1,1783,1975,Maribyrnong,Western Metropolitan,282000
Footscray,3,t,Jas,3,1,1,125,2000,Maribyrnong,Western Metropolitan,699000
Footscray,3,h,Village,3,1,0,190,1930,Maribyrnong,Western Metropolitan,850000
Footscray,2,u,C21,2,1,1,882,1970,Maribyrnong,Western Metropolitan,315000
Footscray,3,h,Jas,3,1,1,211,1910,Maribyrnong,Western Metropolitan,740000
Footscray,3,h,GL,3,2,2,196,2006,Maribyrnong,Western Metropolitan,980000
Footscray,2,h,Village,2,1,2,260,1940,Maribyrnong,Western Metropolitan,800000
Footscray,2,h,Burnham,2,1,0,130,1920,Maribyrnong,Western Metropolitan,760000
Footscray,3,t,Jas,3,2,2,112,2010,Maribyrnong,Western Metropolitan,735000
Footscray,4,h,Nelson,4,2,1,319,1915,Maribyrnong,Western Metropolitan,1225000
Footscray,3,h,Sweeney,3,2,0,458,1930,Maribyrnong,Western Metropolitan,767500
Footscray,4,h,Biggin,4,2,1,369,1910,Maribyrnong,Western Metropolitan,815000
Footscray,3,t,Jas,3,2,2,102,2011,Maribyrnong,Western Metropolitan,757000
Footscray,4,h,Village,4,1,1,799,1910,Maribyrnong,Western Metropolitan,1450000
Footscray,2,h,Village,2,1,1,355,1890,Maribyrnong,Western Metropolitan,745000
Footscray,2,h,Ray,2,1,2,274,2000,Maribyrnong,Western Metropolitan,716000
Glen Iris,3,h,hockingstuart,3,2,3,680,1935,Boroondara,Southern Metropolitan,1735000
Glen Iris,4,h,Kay,4,3,2,856,1920,Stonnington,Southern Metropolitan,3400000
Glen Iris,5,h,Abercromby's,4,3,2,919,1925,Stonnington,Southern Metropolitan,3730000
Glen Iris,4,h,Marshall,4,2,2,868,1930,Boroondara,Southern Metropolitan,1800000
Glen Iris,4,h,J,4,2,1,739,2002,Boroondara,Southern Metropolitan,1998000
Glen Iris,3,h,Marshall,3,2,2,217,2006,Boroondara,Southern Metropolitan,1425000
Glen Iris,3,h,Jellis,3,1,1,753,1940,Boroondara,Southern Metropolitan,1530000
Glen Iris,4,h,Jellis,4,4,2,708,1985,Boroondara,Southern Metropolitan,1900000
Glen Iris,3,h,Fletchers,3,2,1,704,1940,Boroondara,Southern Metropolitan,1360000
Glen Iris,5,h,Fletchers,5,3,4,619,2003,Boroondara,Southern Metropolitan,2175000
Glen Iris,4,h,Marshall,4,3,2,638,1930,Boroondara,Southern Metropolitan,2325000
Glen Iris,4,h,Marshall,4,2,3,630,2000,Boroondara,Southern Metropolitan,2538000
Glen Iris,4,h,Jellis,4,3,4,1258,1941,Boroondara,Southern Metropolitan,2300000
Glen Iris,3,h,Fletchers,3,2,1,704,1940,Boroondara,Southern Metropolitan,1600000
Glen Iris,3,h,Jellis,4,2,2,745,1920,Boroondara,Southern Metropolitan,2115000
Glen Iris,3,h,Jellis,3,2,2,625,1951,Boroondara,Southern Metropolitan,1700000
Glen Iris,4,h,RT,4,2,3,553,1910,Boroondara,Southern Metropolitan,2077000
Glen Iris,4,h,Jellis,4,3,2,1184,1935,Boroondara,Southern Metropolitan,2850000
Glen Iris,3,h,Christopher,3,1,2,297,1930,Boroondara,Southern Metropolitan,1660000
Glen Iris,6,h,Gary,5,3,2,650,1940,Boroondara,Southern Metropolitan,2250000
Glen Iris,4,h,Marshall,4,2,2,630,2009,Boroondara,Southern Metropolitan,2020000
Glen Iris,4,h,Marshall,4,2,2,659,1930,Boroondara,Southern Metropolitan,2010000
Glen Iris,1,u,RT,1,1,1,63,1980,Stonnington,Southern Metropolitan,452000
Glen Iris,3,h,Jellis,3,1,3,650,1930,Boroondara,Southern Metropolitan,1820000
Glen Iris,1,u,hockingstuart,1,1,1,1097,1982,Stonnington,Southern Metropolitan,291000
Glen Iris,4,h,Jellis,4,2,2,652,1925,Boroondara,Southern Metropolitan,2376000
Glen Iris,2,h,Jellis,2,1,0,251,1910,Stonnington,Southern Metropolitan,1020000
Glen Iris,3,h,Jellis,3,1,2,504,1920,Stonnington,Southern Metropolitan,1456000
Glen Iris,1,t,Jellis,1,1,1,745,1970,Stonnington,Southern Metropolitan,345000
Glen Iris,5,h,Marshall,5,3,1,696,1920,Boroondara,Southern Metropolitan,2000000
Glen Iris,3,h,Jellis,4,2,4,1005,1980,Stonnington,Southern Metropolitan,1625000
Glen Iris,2,t,Jellis,2,1,1,84,1960,Boroondara,Southern Metropolitan,585000
Glen Iris,5,h,Gary,5,3,2,650,1940,Boroondara,Southern Metropolitan,1960000
Glen Iris,4,h,Fletchers,4,3,1,650,1946,Boroondara,Southern Metropolitan,1700000
Glen Iris,3,t,Jellis,3,2,2,278,1999,Stonnington,Southern Metropolitan,1220000
Glen Iris,3,h,Marshall,3,2,2,328,1990,Boroondara,Southern Metropolitan,1375000
Glen Iris,2,h,Fletchers,2,1,2,334,1930,Stonnington,Southern Metropolitan,920000
Glen Iris,2,u,hockingstuart,2,1,1,1069,1960,Stonnington,Southern Metropolitan,382000
Glen Iris,2,h,Noel,2,1,1,412,1950,Stonnington,Southern Metropolitan,1280000
Glen Iris,5,h,Jellis,5,4,4,802,2013,Boroondara,Southern Metropolitan,2825000
Glen Iris,3,h,Jellis,4,2,4,885,1910,Stonnington,Southern Metropolitan,2825000
Glen Iris,4,h,RT,3,3,2,366,1999,Boroondara,Southern Metropolitan,1825000
Glen Iris,5,h,Marshall,5,3,3,778,2000,Boroondara,Southern Metropolitan,3085000
Glen Iris,2,h,Noel,2,2,2,718,1950,Boroondara,Southern Metropolitan,1600000
Glen Iris,3,h,RT,3,2,2,668,1920,Boroondara,Southern Metropolitan,1880000
Glen Iris,5,h,Marshall,5,3,2,642,1930,Boroondara,Southern Metropolitan,2352500
Glen Iris,5,h,Marshall,5,4,2,830,2009,Boroondara,Southern Metropolitan,3860000
Glen Iris,4,h,Marshall,4,3,2,840,1930,Boroondara,Southern Metropolitan,2625000
Glen Iris,4,h,Kay,3,3,2,677,1910,Boroondara,Southern Metropolitan,3010000
Glen Iris,4,h,Marshall,4,2,2,775,1960,Boroondara,Southern Metropolitan,1950000
Glen Iris,3,h,Marshall,3,1,2,700,1930,Boroondara,Southern Metropolitan,2200000
Glen Iris,3,h,Jellis,3,1,3,609,1930,Boroondara,Southern Metropolitan,1751000
Glen Iris,4,h,Kay,4,2,3,548,1930,Stonnington,Southern Metropolitan,1857000
Glen Iris,3,h,RT,3,1,3,401,1935,Boroondara,Southern Metropolitan,1500000
Glen Iris,4,h,Marshall,4,3,2,603,2007,Boroondara,Southern Metropolitan,2725000
Glen Iris,3,h,Greg,3,1,2,762,1930,Stonnington,Southern Metropolitan,2800000
Glen Iris,3,h,hockingstuart,3,1,2,685,1941,Boroondara,Southern Metropolitan,1665000
Glen Iris,3,h,Buxton,3,1,2,615,1940,Boroondara,Southern Metropolitan,1420000
Glen Iris,1,u,Jellis,1,1,1,805,2011,Boroondara,Southern Metropolitan,420000
Glen Iris,5,h,Jellis,5,3,2,696,1989,Boroondara,Southern Metropolitan,2100000
Glen Iris,5,h,Marshall,5,2,2,654,2015,Boroondara,Southern Metropolitan,2410000
Glen Iris,4,h,Marshall,4,2,2,645,1930,Boroondara,Southern Metropolitan,2100000
Glen Iris,4,h,Kay,4,2,2,1485,1966,Boroondara,Southern Metropolitan,2950000
Glen Iris,5,h,RT,5,2,2,1339,1925,Stonnington,Southern Metropolitan,3365000
Glen Iris,4,h,J,4,3,2,394,1980,Boroondara,Southern Metropolitan,1802000
Glen Iris,3,h,Jellis,3,2,2,648,1975,Boroondara,Southern Metropolitan,1931000
Glen Iris,2,h,Marshall,2,1,2,438,1910,Stonnington,Southern Metropolitan,1250000
Glen Iris,5,h,Jellis,5,3,2,709,1930,Boroondara,Southern Metropolitan,2400000
Glenroy,3,h,Ray,3,1,2,696,1960,Moreland,Northern Metropolitan,610000
Glenroy,3,h,Walshe,3,1,3,640,1960,Moreland,Northern Metropolitan,610000
Glenroy,3,h,Barry,3,1,2,766,1965,Moreland,Northern Metropolitan,806500
Glenroy,4,h,Peter,4,2,1,683,2017,Moreland,Northern Metropolitan,550000
Glenroy,3,h,Stockdale,3,1,4,700,1950,Moreland,Northern Metropolitan,822000
Glenroy,3,h,Brad,3,2,3,1029,1950,Moreland,Northern Metropolitan,980000
Glenroy,2,u,Jason,2,1,1,164,2010,Moreland,Northern Metropolitan,430000
Glenroy,2,h,Nelson,2,1,1,164,2010,Moreland,Northern Metropolitan,540000
Glenroy,3,h,YPA,3,1,2,674,1976,Moreland,Northern Metropolitan,721000
Glenroy,3,h,Stockdale,3,1,4,640,1950,Moreland,Northern Metropolitan,737000
Glenroy,3,h,Raine,3,2,2,224,1950,Moreland,Northern Metropolitan,460000
Glenroy,3,t,Walshe,3,2,1,259,2003,Moreland,Northern Metropolitan,370000
Glenroy,3,t,Barry,3,2,1,136,2014,Moreland,Northern Metropolitan,545000
Glenroy,3,h,Brad,3,1,4,734,1960,Moreland,Northern Metropolitan,670000
Glenroy,4,h,Eview,4,1,4,606,1956,Moreland,Northern Metropolitan,702000
Glenroy,2,h,Barry,2,1,1,705,1950,Moreland,Northern Metropolitan,730000
Glenroy,3,h,Stockdale,3,1,3,667,1950,Moreland,Northern Metropolitan,711500
Glenroy,5,h,Stockdale,5,4,4,695,1950,Moreland,Northern Metropolitan,810000
Glenroy,3,t,Eview,3,1,1,325,1970,Moreland,Northern Metropolitan,460000
Glenroy,3,h,Eview,3,1,2,780,1960,Moreland,Northern Metropolitan,793000
Glenroy,3,h,Melbourne,3,1,1,320,2000,Moreland,Northern Metropolitan,447500
Glenroy,3,h,YPA,3,1,1,616,1960,Moreland,Northern Metropolitan,588000
Glenroy,2,u,Brad,2,1,2,200,2000,Moreland,Northern Metropolitan,410000
Glenroy,3,h,Brad,3,1,1,665,1950,Moreland,Northern Metropolitan,525000
Glenroy,3,h,Eview,3,1,4,704,1960,Moreland,Northern Metropolitan,703000
Glenroy,4,t,Raine,3,2,1,252,2014,Moreland,Northern Metropolitan,608000
Glenroy,5,h,Barry,5,3,2,612,1970,Moreland,Northern Metropolitan,705000
Glenroy,3,h,Barry,3,2,2,780,1970,Moreland,Northern Metropolitan,765500
Glenroy,3,u,Barry,3,1,2,187,2014,Moreland,Northern Metropolitan,470000
Glenroy,3,u,Brad,3,1,1,265,1995,Moreland,Northern Metropolitan,482500
Glenroy,3,h,Barry,3,1,2,650,1960,Moreland,Northern Metropolitan,580000
Glenroy,2,t,Eview,2,1,1,125,1975,Moreland,Northern Metropolitan,434500
Glenroy,2,u,Stockdale,2,1,2,253,2012,Moreland,Northern Metropolitan,620250
Glenroy,3,h,Stockdale,3,1,1,796,1960,Moreland,Northern Metropolitan,710000
Glenroy,4,h,Stockdale,3,1,2,630,1960,Moreland,Northern Metropolitan,630000
Glenroy,3,h,Stockdale,3,1,4,541,1968,Moreland,Northern Metropolitan,600000
Glenroy,3,t,Stockdale,3,2,2,212,2010,Moreland,Northern Metropolitan,550000
Glenroy,4,h,Stockdale,4,1,2,586,1968,Moreland,Northern Metropolitan,600000
Glenroy,4,h,Barry,4,3,2,693,2014,Moreland,Northern Metropolitan,1217500
Glenroy,3,h,Barry,3,1,2,599,1960,Moreland,Northern Metropolitan,600000
Glenroy,3,h,Barry,3,2,2,585,1975,Moreland,Northern Metropolitan,570000
Glenroy,3,h,Stockdale,3,1,4,597,1960,Moreland,Northern Metropolitan,762700
Glenroy,2,u,YPA,2,1,1,176,2012,Moreland,Northern Metropolitan,465000
Glenroy,2,h,Barry,2,1,1,668,1955,Moreland,Northern Metropolitan,741250
Glenroy,4,h,Barry,4,2,8,977,1935,Moreland,Northern Metropolitan,1000000
Glenroy,4,h,Stockdale,4,2,2,602,1950,Moreland,Northern Metropolitan,630000
Glenroy,3,h,Barry,3,1,3,705,1950,Moreland,Northern Metropolitan,670000
Glenroy,2,h,Stockdale,2,1,1,172,2013,Moreland,Northern Metropolitan,417000
Glenroy,3,t,Nelson,3,1,2,258,2001,Moreland,Northern Metropolitan,600000
Glenroy,3,t,Nelson,3,2,1,215,2010,Moreland,Northern Metropolitan,440000
Glenroy,3,h,Barry,3,1,2,657,1950,Moreland,Northern Metropolitan,660000
Glenroy,2,h,Ray,2,1,1,155,2000,Moreland,Northern Metropolitan,270000
Glenroy,4,h,Stockdale,4,2,4,768,1970,Moreland,Northern Metropolitan,825000
Glenroy,4,h,Barry,4,2,1,624,2005,Moreland,Northern Metropolitan,638000
Gowanbrae,3,h,Nelson,3,2,2,608,2001,Moreland,Western Metropolitan,631000
Gowanbrae,3,t,Nelson,3,2,1,149,2005,Moreland,Western Metropolitan,532000
Gowanbrae,3,h,Nelson,3,2,1,215,2004,Moreland,Western Metropolitan,504000
Gowanbrae,3,t,Nelson,3,2,2,178,2000,Moreland,Western Metropolitan,468000
Gowanbrae,4,h,Nelson,4,2,2,453,2007,Moreland,Western Metropolitan,709000
Gowanbrae,3,h,Nelson,3,2,1,175,2004,Moreland,Western Metropolitan,485000
Gowanbrae,3,h,Brad,3,2,1,367,2008,Moreland,Western Metropolitan,540000
Gowanbrae,3,h,Nelson,3,2,1,158,2005,Moreland,Western Metropolitan,390000
Gowanbrae,4,h,Nelson,4,2,2,719,2000,Moreland,Western Metropolitan,800000
Gowanbrae,4,h,Nelson,4,2,2,453,2007,Moreland,Western Metropolitan,740000
Hadfield,3,h,hockingstuart,3,1,2,597,1960,Moreland,Northern Metropolitan,605000
Hadfield,3,h,Brad,3,1,2,724,1970,Moreland,Northern Metropolitan,685500
Hadfield,2,h,Eview,2,1,1,394,1950,Moreland,Northern Metropolitan,610000
Hadfield,3,h,YPA,3,1,1,604,1970,Moreland,Northern Metropolitan,630000
Hadfield,4,h,Barry,4,3,5,591,2010,Moreland,Northern Metropolitan,870000
Hadfield,3,h,Holland,3,2,2,592,1950,Moreland,Northern Metropolitan,810000
Hadfield,4,h,Stockdale,3,2,2,595,1983,Moreland,Northern Metropolitan,772500
Hadfield,3,u,Brad,3,1,1,225,2005,Moreland,Northern Metropolitan,465000
Hadfield,3,h,Eview,3,1,4,692,1980,Moreland,Northern Metropolitan,719000
Hadfield,2,u,Peter,2,1,2,198,2010,Moreland,Northern Metropolitan,487000
Hadfield,4,h,Barry,2,2,2,700,1950,Moreland,Northern Metropolitan,700000
Hadfield,4,h,YPA,4,2,1,462,1970,Moreland,Northern Metropolitan,600500
Hadfield,3,h,Barry,3,1,2,570,1970,Moreland,Northern Metropolitan,730000
Hadfield,3,h,Stockdale,3,2,2,565,1960,Moreland,Northern Metropolitan,800000
Hadfield,3,t,Stockdale,3,2,2,301,2011,Moreland,Northern Metropolitan,750000
Hadfield,3,h,Barry,3,1,1,568,1960,Moreland,Northern Metropolitan,740000
Hadfield,3,h,Brad,3,1,3,539,1960,Moreland,Northern Metropolitan,721000
Hadfield,3,h,YPA,3,1,2,574,1970,Moreland,Northern Metropolitan,646000
Hadfield,3,h,Raine,3,2,3,230,2000,Moreland,Northern Metropolitan,545000
Hadfield,4,h,Eview,3,1,2,700,1960,Moreland,Northern Metropolitan,777000
Hadfield,2,h,Stockdale,3,3,1,580,1950,Moreland,Northern Metropolitan,722000
Hadfield,2,h,Stockdale,2,1,3,591,1960,Moreland,Northern Metropolitan,545000
Hadfield,3,t,Raine,3,2,2,234,2012,Moreland,Northern Metropolitan,510000
Hadfield,2,h,Ray,2,1,1,359,1960,Moreland,Northern Metropolitan,542500
Hadfield,3,h,Stockdale,4,1,3,593,1965,Moreland,Northern Metropolitan,631500
Hadfield,3,h,Brad,3,1,3,610,1960,Moreland,Northern Metropolitan,550000
Hadfield,2,h,Stockdale,2,1,1,249,1970,Moreland,Northern Metropolitan,330000
Hadfield,4,h,Barry,4,2,2,672,1950,Moreland,Northern Metropolitan,815000
Hadfield,2,h,Barry,2,1,1,613,1960,Moreland,Northern Metropolitan,715888
Hadfield,2,t,Nelson,2,1,1,137,2012,Moreland,Northern Metropolitan,468000
Hadfield,2,h,D'Aprano,2,1,2,345,1990,Moreland,Northern Metropolitan,515000
Hampton,2,u,hockingstuart,2,1,1,228,1975,Bayside,Southern Metropolitan,895000
Hampton,4,h,Nick,3,3,2,701,2015,Bayside,Southern Metropolitan,2800000
Hampton,4,h,hockingstuart,4,3,2,928,1904,Bayside,Southern Metropolitan,3250000
Hampton,4,h,Hodges,4,2,3,688,1925,Bayside,Southern Metropolitan,2140000
Hampton,4,h,Marshall,4,2,2,607,2011,Bayside,Southern Metropolitan,1600000
Hampton,3,h,Ray,3,1,2,289,1998,Bayside,Southern Metropolitan,1003500
Hampton,3,h,Hodges,3,1,3,593,1955,Bayside,Southern Metropolitan,1560000
Hampton,2,u,hockingstuart,2,1,1,90,1985,Bayside,Southern Metropolitan,760000
Hampton,4,h,hockingstuart,4,1,1,723,1955,Bayside,Southern Metropolitan,1680000
Hampton,5,h,Buxton,5,4,2,661,1960,Bayside,Southern Metropolitan,2520000
Hampton,3,h,hockingstuart,4,2,3,373,1984,Bayside,Southern Metropolitan,1120000
Hampton,4,h,Hodges,4,3,3,760,1920,Bayside,Southern Metropolitan,3200000
Hampton,4,h,Hodges,4,3,2,398,2014,Bayside,Southern Metropolitan,1250000
Hampton,4,h,hockingstuart,4,3,4,615,1925,Bayside,Southern Metropolitan,2000000
Hampton,5,h,Buxton,4,2,2,700,1950,Bayside,Southern Metropolitan,1805000
Hampton,4,h,Hodges,3,1,2,1504,1900,Bayside,Southern Metropolitan,2600000
Hampton,5,h,Marshall,5,3,4,670,2008,Bayside,Southern Metropolitan,3470000
Hampton,2,h,Chisholm,2,1,1,801,1934,Bayside,Southern Metropolitan,1615000
Hampton,2,u,Buxton,2,1,1,162,1970,Bayside,Southern Metropolitan,786000
Hampton,3,h,Hodges,3,2,2,357,1970,Bayside,Southern Metropolitan,1050000
Hampton,3,u,Buxton,3,1,1,195,1960,Bayside,Southern Metropolitan,810000
Hampton,3,h,Buxton,3,2,2,413,1970,Bayside,Southern Metropolitan,1460000
Hampton,3,h,hockingstuart,3,2,2,277,2012,Bayside,Southern Metropolitan,1420000
Hampton,4,h,Marshall,4,2,4,802,1935,Bayside,Southern Metropolitan,2400000
Hampton,5,h,Marshall,3,2,2,830,1901,Bayside,Southern Metropolitan,3075000
Hampton,5,h,Marshall,5,3,2,760,1935,Bayside,Southern Metropolitan,3201000
Hampton,2,u,RT,2,2,1,225,1970,Bayside,Southern Metropolitan,875500
Hampton,3,t,Buxton,3,2,1,211,2000,Bayside,Southern Metropolitan,1400000
Hampton,5,h,Hodges,5,4,2,1000,1950,Bayside,Southern Metropolitan,2600000
Hampton,5,h,Buxton,5,2,2,648,1950,Bayside,Southern Metropolitan,1705000
Hampton,2,u,hockingstuart,2,1,2,153,1970,Bayside,Southern Metropolitan,750000
Hampton,2,u,Marshall,2,1,1,266,1970,Bayside,Southern Metropolitan,898000
Hampton,4,h,hockingstuart,4,2,0,611,1950,Bayside,Southern Metropolitan,1515000
Hampton,5,h,hockingstuart,5,3,2,694,2011,Bayside,Southern Metropolitan,2980000
Hampton,4,h,Hodges,4,3,4,583,2000,Bayside,Southern Metropolitan,2200000
